District Id,Cases,Week
GJ_Patan,222,35
GJ_Patan,82,36
GJ_Patan,74,37
GJ_Patan,38,38
GJ_Patan,22,39
GJ_Patan,17,40
GJ_Patan,12,41
GJ_Patan,7,42
GJ_Patan,8,43
GJ_Patan,1,44
GJ_Patan,11,45
GJ_Patan,4,46
GJ_Patan,3,47
GJ_Patan,37,48
GJ_Patan,50,49
GJ_Patan,150,50
GJ_Patan,204,51
GJ_Patan,679,52
GJ_Patan,793,53
GJ_Patan,1127,54
GJ_Patan,1426,55
GJ_Patan,975,56
GJ_Patan,996,57
GJ_Patan,582,58
GJ_Patan,267,59
GJ_Patan,46,60
GJ_Patan,22,61
GJ_Patan,10,62
GJ_Patan,0,63
GJ_Patan,2,64
GJ_Patan,0,65
GJ_Patan,1,66
GJ_Patan,0,67
GJ_Patan,0,68
GJ_Patan,1,69
GJ_Patan,0,70
GJ_Porbandar,0,1
GJ_Porbandar,0,2
GJ_Porbandar,3,3
GJ_Porbandar,0,4
GJ_Porbandar,1,5
GJ_Porbandar,2,6
GJ_Porbandar,3,7
GJ_Porbandar,3,8
GJ_Porbandar,2,9
GJ_Porbandar,0,10
GJ_Porbandar,0,11
GJ_Porbandar,7,12
GJ_Porbandar,3,13
GJ_Porbandar,6,14
GJ_Porbandar,9,15
GJ_Porbandar,44,16
GJ_Porbandar,46,17
GJ_Porbandar,58,18
GJ_Porbandar,68,19
GJ_Porbandar,55,20
GJ_Porbandar,25,21
GJ_Porbandar,35,22
GJ_Porbandar,32,23
GJ_Porbandar,45,24
GJ_Porbandar,31,25
GJ_Porbandar,31,26
GJ_Porbandar,21,27
GJ_Porbandar,19,28
GJ_Porbandar,9,29
GJ_Porbandar,15,30
GJ_Porbandar,21,31
GJ_Porbandar,11,32
GJ_Porbandar,17,33
GJ_Porbandar,23,34
GJ_Porbandar,23,35
GJ_Porbandar,9,36
GJ_Porbandar,16,37
GJ_Porbandar,13,38
GJ_Porbandar,5,39
GJ_Porbandar,5,40
GJ_Porbandar,6,41
GJ_Porbandar,4,42
GJ_Porbandar,2,43
GJ_Porbandar,1,44
GJ_Porbandar,1,45
GJ_Porbandar,2,46
GJ_Porbandar,2,47
GJ_Porbandar,3,48
GJ_Porbandar,8,49
GJ_Porbandar,7,50
GJ_Porbandar,11,51
GJ_Porbandar,21,52
GJ_Porbandar,68,53
GJ_Porbandar,250,54
GJ_Porbandar,324,55
GJ_Porbandar,314,56
GJ_Porbandar,333,57
GJ_Porbandar,585,58
GJ_Porbandar,490,59
GJ_Porbandar,204,60
GJ_Porbandar,46,61
GJ_Porbandar,52,62
GJ_Porbandar,12,63
GJ_Porbandar,4,64
GJ_Porbandar,6,65
GJ_Porbandar,0,66
GJ_Porbandar,2,67
GJ_Porbandar,0,68
GJ_Porbandar,0,69
GJ_Porbandar,3,70
GJ_Rajkot,0,1
GJ_Rajkot,0,2
GJ_Rajkot,58,3
GJ_Rajkot,8,4
GJ_Rajkot,13,5
GJ_Rajkot,8,6
GJ_Rajkot,21,7
GJ_Rajkot,20,8
GJ_Rajkot,20,9
GJ_Rajkot,33,10
GJ_Rajkot,59,11
GJ_Rajkot,127,12
GJ_Rajkot,242,13
GJ_Rajkot,324,14
GJ_Rajkot,401,15
GJ_Rajkot,557,16
GJ_Rajkot,620,17
GJ_Rajkot,662,18
GJ_Rajkot,679,19
GJ_Rajkot,714,20
GJ_Rajkot,947,21
GJ_Rajkot,1033,22
GJ_Rajkot,1026,23
GJ_Rajkot,1061,24
GJ_Rajkot,1087,25
GJ_Rajkot,939,26
GJ_Rajkot,787,27
GJ_Rajkot,716,28
GJ_Rajkot,588,29
GJ_Rajkot,589,30
GJ_Rajkot,868,31
GJ_Rajkot,941,32
GJ_Rajkot,982,33
GJ_Rajkot,1031,34
GJ_Rajkot,935,35
GJ_Rajkot,892,36
GJ_Rajkot,762,37
GJ_Rajkot,598,38
GJ_Rajkot,550,39
GJ_Rajkot,531,40
GJ_Rajkot,448,41
GJ_Rajkot,348,42
GJ_Rajkot,249,43
GJ_Rajkot,289,44
GJ_Rajkot,230,45
GJ_Rajkot,341,46
GJ_Rajkot,387,47
GJ_Rajkot,475,48
GJ_Rajkot,759,49
GJ_Rajkot,1090,50
GJ_Rajkot,1661,51
GJ_Rajkot,2921,52
GJ_Rajkot,4335,53
GJ_Rajkot,4919,54
GJ_Rajkot,4241,55
GJ_Rajkot,4216,56
GJ_Rajkot,4281,57
GJ_Rajkot,2293,58
GJ_Rajkot,1523,59
GJ_Rajkot,790,60
GJ_Rajkot,301,61
GJ_Rajkot,187,62
GJ_Rajkot,78,63
GJ_Rajkot,46,64
GJ_Rajkot,40,65
GJ_Rajkot,17,66
GJ_Rajkot,7,67
GJ_Rajkot,4,68
GJ_Rajkot,4,69
GJ_Rajkot,16,70
GJ_Sabarkantha,0,1
GJ_Sabarkantha,0,2
GJ_Sabarkantha,3,3
GJ_Sabarkantha,14,4
GJ_Sabarkantha,15,5
GJ_Sabarkantha,31,6
GJ_Sabarkantha,38,7
GJ_Sabarkantha,16,8
GJ_Sabarkantha,18,9
GJ_Sabarkantha,13,10
GJ_Sabarkantha,18,11
GJ_Sabarkantha,27,12
GJ_Sabarkantha,54,13
GJ_Sabarkantha,60,14
GJ_Sabarkantha,52,15
GJ_Sabarkantha,84,16
GJ_Sabarkantha,81,17
GJ_Sabarkantha,60,18
GJ_Sabarkantha,54,19
GJ_Sabarkantha,53,20
GJ_Sabarkantha,81,21
GJ_Sabarkantha,80,22
GJ_Sabarkantha,80,23
GJ_Sabarkantha,99,24
GJ_Sabarkantha,97,25
GJ_Sabarkantha,133,26
GJ_Sabarkantha,137,27
GJ_Sabarkantha,177,28
GJ_Sabarkantha,119,29
GJ_Sabarkantha,127,30
GJ_Sabarkantha,124,31
GJ_Sabarkantha,102,32
GJ_Sabarkantha,152,33
GJ_Sabarkantha,171,34
GJ_Sabarkantha,147,35
GJ_Sabarkantha,144,36
GJ_Sabarkantha,79,37
GJ_Sabarkantha,73,38
GJ_Sabarkantha,54,39
GJ_Sabarkantha,51,40
GJ_Sabarkantha,37,41
GJ_Sabarkantha,30,42
GJ_Sabarkantha,21,43
GJ_Sabarkantha,23,44
GJ_Sabarkantha,27,45
GJ_Sabarkantha,35,46
GJ_Sabarkantha,50,47
GJ_Sabarkantha,60,48
GJ_Sabarkantha,81,49
GJ_Sabarkantha,99,50
GJ_Sabarkantha,118,51
GJ_Sabarkantha,166,52
GJ_Sabarkantha,341,53
GJ_Sabarkantha,717,54
GJ_Sabarkantha,902,55
GJ_Sabarkantha,998,56
GJ_Sabarkantha,1003,57
GJ_Sabarkantha,917,58
GJ_Sabarkantha,506,59
GJ_Sabarkantha,149,60
GJ_Sabarkantha,55,61
GJ_Sabarkantha,36,62
GJ_Sabarkantha,9,63
GJ_Sabarkantha,3,64
GJ_Sabarkantha,5,65
GJ_Sabarkantha,3,66
GJ_Sabarkantha,4,67
GJ_Sabarkantha,1,68
GJ_Sabarkantha,0,69
GJ_Sabarkantha,0,70
GJ_Surat,0,1
GJ_Surat,0,2
GJ_Surat,661,3
GJ_Surat,193,4
GJ_Surat,195,5
GJ_Surat,236,6
GJ_Surat,280,7
GJ_Surat,469,8
GJ_Surat,469,9
GJ_Surat,554,10
GJ_Surat,1185,11
GJ_Surat,1472,12
GJ_Surat,1863,13
GJ_Surat,1832,14
GJ_Surat,1964,15
GJ_Surat,1958,16
GJ_Surat,1672,17
GJ_Surat,1683,18
GJ_Surat,1687,19
GJ_Surat,1781,20
GJ_Surat,1888,21
GJ_Surat,1943,22
GJ_Surat,1964,23
GJ_Surat,2040,24
GJ_Surat,2023,25
GJ_Surat,1906,26
GJ_Surat,1771,27
GJ_Surat,1643,28
GJ_Surat,1565,29
GJ_Surat,1457,30
GJ_Surat,1304,31
GJ_Surat,1479,32
GJ_Surat,1971,33
GJ_Surat,1796,34
GJ_Surat,1451,35
GJ_Surat,1191,36
GJ_Surat,1121,37
GJ_Surat,1019,38
GJ_Surat,868,39
GJ_Surat,765,40
GJ_Surat,650,41
GJ_Surat,442,42
GJ_Surat,275,43
GJ_Surat,261,44
GJ_Surat,313,45
GJ_Surat,484,46
GJ_Surat,670,47
GJ_Surat,1174,48
GJ_Surat,2477,49
GJ_Surat,4285,50
GJ_Surat,4786,51
GJ_Surat,6358,52
GJ_Surat,11952,53
GJ_Surat,17035,54
GJ_Surat,14755,55
GJ_Surat,10377,56
GJ_Surat,6964,57
GJ_Surat,3475,58
GJ_Surat,2428,59
GJ_Surat,1240,60
GJ_Surat,739,61
GJ_Surat,465,62
GJ_Surat,195,63
GJ_Surat,121,64
GJ_Surat,76,65
GJ_Surat,53,66
GJ_Surat,40,67
GJ_Surat,37,68
GJ_Surat,24,69
GJ_Surat,32,70
GJ_Surendranagar,0,1
GJ_Surendranagar,0,2
GJ_Surendranagar,1,3
GJ_Surendranagar,0,4
GJ_Surendranagar,3,5
GJ_Surendranagar,19,6
GJ_Surendranagar,10,7
GJ_Surendranagar,13,8
GJ_Surendranagar,78,9
GJ_Surendranagar,24,10
GJ_Surendranagar,33,11
GJ_Surendranagar,67,12
GJ_Surendranagar,84,13
GJ_Surendranagar,158,14
GJ_Surendranagar,161,15
GJ_Surendranagar,216,16
GJ_Surendranagar,111,17
GJ_Surendranagar,126,18
GJ_Surendranagar,51,19
GJ_Surendranagar,46,20
GJ_Surendranagar,122,21
GJ_Surendranagar,149,22
GJ_Surendranagar,102,23
GJ_Surendranagar,148,24
GJ_Surendranagar,182,25
GJ_Surendranagar,137,26
GJ_Surendranagar,133,27
GJ_Surendranagar,155,28
GJ_Surendranagar,119,29
GJ_Surendranagar,114,30
GJ_Surendranagar,149,31
GJ_Surendranagar,132,32
GJ_Surendranagar,120,33
GJ_Surendranagar,138,34
GJ_Surendranagar,157,35
GJ_Surendranagar,125,36
GJ_Surendranagar,85,37
GJ_Surendranagar,36,38
GJ_Surendranagar,38,39
GJ_Surendranagar,30,40
GJ_Surendranagar,13,41
GJ_Surendranagar,8,42
GJ_Surendranagar,5,43
GJ_Surendranagar,4,44
GJ_Surendranagar,1,45
GJ_Surendranagar,4,46
GJ_Surendranagar,3,47
GJ_Surendranagar,6,48
GJ_Surendranagar,26,49
GJ_Surendranagar,67,50
GJ_Surendranagar,101,51
GJ_Surendranagar,131,52
GJ_Surendranagar,411,53
GJ_Surendranagar,624,54
GJ_Surendranagar,1463,55
GJ_Surendranagar,693,56
GJ_Surendranagar,626,57
GJ_Surendranagar,245,58
GJ_Surendranagar,130,59
GJ_Surendranagar,15,60
GJ_Surendranagar,9,61
GJ_Surendranagar,6,62
GJ_Surendranagar,3,63
GJ_Surendranagar,7,64
GJ_Surendranagar,2,65
GJ_Surendranagar,4,66
GJ_Surendranagar,4,67
GJ_Surendranagar,0,68
GJ_Surendranagar,0,69
GJ_Surendranagar,0,70
GJ_Tapi,0,1
GJ_Tapi,0,2
GJ_Tapi,2,3
GJ_Tapi,0,4
GJ_Tapi,0,5
GJ_Tapi,4,6
GJ_Tapi,0,7
GJ_Tapi,0,8
GJ_Tapi,4,9
GJ_Tapi,0,10
GJ_Tapi,8,11
GJ_Tapi,5,12
GJ_Tapi,28,13
GJ_Tapi,20,14
GJ_Tapi,58,15
GJ_Tapi,34,16
GJ_Tapi,23,17
GJ_Tapi,29,18
GJ_Tapi,39,19
GJ_Tapi,54,20
GJ_Tapi,69,21
GJ_Tapi,88,22
GJ_Tapi,63,23
GJ_Tapi,51,24
GJ_Tapi,81,25
GJ_Tapi,67,26
GJ_Tapi,33,27
GJ_Tapi,25,28
GJ_Tapi,24,29
GJ_Tapi,41,30
GJ_Tapi,44,31
GJ_Tapi,22,32
GJ_Tapi,38,33
GJ_Tapi,25,34
GJ_Tapi,19,35
GJ_Tapi,25,36
GJ_Tapi,12,37
GJ_Tapi,12,38
GJ_Tapi,19,39
GJ_Tapi,8,40
GJ_Tapi,6,41
GJ_Tapi,3,42
GJ_Tapi,2,43
GJ_Tapi,0,44
GJ_Tapi,4,45
GJ_Tapi,8,46
GJ_Tapi,1,47
GJ_Tapi,10,48
GJ_Tapi,17,49
GJ_Tapi,45,50
GJ_Tapi,42,51
GJ_Tapi,70,52
GJ_Tapi,330,53
GJ_Tapi,752,54
GJ_Tapi,885,55
GJ_Tapi,599,56
GJ_Tapi,351,57
GJ_Tapi,110,58
GJ_Tapi,81,59
GJ_Tapi,28,60
GJ_Tapi,7,61
GJ_Tapi,11,62
GJ_Tapi,3,63
GJ_Tapi,1,64
GJ_Tapi,2,65
GJ_Tapi,0,66
GJ_Tapi,4,67
GJ_Tapi,0,68
GJ_Tapi,3,69
GJ_Tapi,0,70
GJ_Vadodara,0,1
GJ_Vadodara,0,2
GJ_Vadodara,325,3
GJ_Vadodara,168,4
GJ_Vadodara,146,5
GJ_Vadodara,167,6
GJ_Vadodara,203,7
GJ_Vadodara,249,8
GJ_Vadodara,253,9
GJ_Vadodara,302,10
GJ_Vadodara,308,11
GJ_Vadodara,383,12
GJ_Vadodara,473,13
GJ_Vadodara,531,14
GJ_Vadodara,580,15
GJ_Vadodara,659,16
GJ_Vadodara,755,17
GJ_Vadodara,772,18
GJ_Vadodara,803,19
GJ_Vadodara,864,20
GJ_Vadodara,869,21
GJ_Vadodara,884,22
GJ_Vadodara,906,23
GJ_Vadodara,950,24
GJ_Vadodara,927,25
GJ_Vadodara,871,26
GJ_Vadodara,858,27
GJ_Vadodara,819,28
GJ_Vadodara,803,29
GJ_Vadodara,795,30
GJ_Vadodara,896,31
GJ_Vadodara,1008,32
GJ_Vadodara,1214,33
GJ_Vadodara,1251,34
GJ_Vadodara,1201,35
GJ_Vadodara,1030,36
GJ_Vadodara,946,37
GJ_Vadodara,906,38
GJ_Vadodara,872,39
GJ_Vadodara,746,40
GJ_Vadodara,651,41
GJ_Vadodara,578,42
GJ_Vadodara,555,43
GJ_Vadodara,438,44
GJ_Vadodara,366,45
GJ_Vadodara,569,46
GJ_Vadodara,640,47
GJ_Vadodara,681,48
GJ_Vadodara,859,49
GJ_Vadodara,1315,50
GJ_Vadodara,2188,51
GJ_Vadodara,2828,52
GJ_Vadodara,3291,53
GJ_Vadodara,4678,54
GJ_Vadodara,5519,55
GJ_Vadodara,6916,56
GJ_Vadodara,7809,57
GJ_Vadodara,4531,58
GJ_Vadodara,3385,59
GJ_Vadodara,1819,60
GJ_Vadodara,905,61
GJ_Vadodara,286,62
GJ_Vadodara,122,63
GJ_Vadodara,89,64
GJ_Vadodara,46,65
GJ_Vadodara,34,66
GJ_Vadodara,44,67
GJ_Vadodara,29,68
GJ_Vadodara,37,69
GJ_Vadodara,23,70
GJ_Valsad,0,1
GJ_Valsad,0,2
GJ_Valsad,6,3
GJ_Valsad,0,4
GJ_Valsad,2,5
GJ_Valsad,10,6
GJ_Valsad,17,7
GJ_Valsad,18,8
GJ_Valsad,4,9
GJ_Valsad,7,10
GJ_Valsad,29,11
GJ_Valsad,105,12
GJ_Valsad,129,13
GJ_Valsad,100,14
GJ_Valsad,98,15
GJ_Valsad,136,16
GJ_Valsad,91,17
GJ_Valsad,109,18
GJ_Valsad,53,19
GJ_Valsad,58,20
GJ_Valsad,55,21
GJ_Valsad,47,22
GJ_Valsad,42,23
GJ_Valsad,39,24
GJ_Valsad,29,25
GJ_Valsad,26,26
GJ_Valsad,15,27
GJ_Valsad,15,28
GJ_Valsad,6,29
GJ_Valsad,3,30
GJ_Valsad,18,31
GJ_Valsad,6,32
GJ_Valsad,16,33
GJ_Valsad,15,34
GJ_Valsad,22,35
GJ_Valsad,9,36
GJ_Valsad,19,37
GJ_Valsad,16,38
GJ_Valsad,8,39
GJ_Valsad,13,40
GJ_Valsad,3,41
GJ_Valsad,11,42
GJ_Valsad,3,43
GJ_Valsad,2,44
GJ_Valsad,6,45
GJ_Valsad,6,46
GJ_Valsad,9,47
GJ_Valsad,11,48
GJ_Valsad,19,49
GJ_Valsad,51,50
GJ_Valsad,108,51
GJ_Valsad,133,52
GJ_Valsad,277,53
GJ_Valsad,601,54
GJ_Valsad,859,55
GJ_Valsad,792,56
GJ_Valsad,783,57
GJ_Valsad,491,58
GJ_Valsad,307,59
GJ_Valsad,179,60
GJ_Valsad,74,61
GJ_Valsad,52,62
GJ_Valsad,38,63
GJ_Valsad,16,64
GJ_Valsad,10,65
GJ_Valsad,6,66
GJ_Valsad,4,67
GJ_Valsad,1,68
GJ_Valsad,1,69
GJ_Valsad,0,70
HP_Bilaspur,0,1
HP_Bilaspur,0,2
HP_Bilaspur,0,3
HP_Bilaspur,0,4
HP_Bilaspur,4,5
HP_Bilaspur,3,6
HP_Bilaspur,11,7
HP_Bilaspur,3,8
HP_Bilaspur,3,9
HP_Bilaspur,8,10
HP_Bilaspur,11,11
HP_Bilaspur,4,12
HP_Bilaspur,4,13
HP_Bilaspur,12,14
HP_Bilaspur,5,15
HP_Bilaspur,31,16
HP_Bilaspur,39,17
HP_Bilaspur,34,18
HP_Bilaspur,91,19
HP_Bilaspur,37,20
HP_Bilaspur,81,21
HP_Bilaspur,115,22
HP_Bilaspur,132,23
HP_Bilaspur,136,24
HP_Bilaspur,104,25
HP_Bilaspur,132,26
HP_Bilaspur,115,27
HP_Bilaspur,71,28
HP_Bilaspur,98,29
HP_Bilaspur,171,30
HP_Bilaspur,176,31
HP_Bilaspur,115,32
HP_Bilaspur,245,33
HP_Bilaspur,305,34
HP_Bilaspur,259,35
HP_Bilaspur,125,36
HP_Bilaspur,124,37
HP_Bilaspur,65,38
HP_Bilaspur,20,39
HP_Bilaspur,20,40
HP_Bilaspur,4,41
HP_Bilaspur,4,42
HP_Bilaspur,5,43
HP_Bilaspur,19,44
HP_Bilaspur,11,45
HP_Bilaspur,9,46
HP_Bilaspur,28,47
HP_Bilaspur,31,48
HP_Bilaspur,53,49
HP_Bilaspur,108,50
HP_Bilaspur,240,51
HP_Bilaspur,230,52
HP_Bilaspur,336,53
HP_Bilaspur,591,54
HP_Bilaspur,978,55
HP_Bilaspur,2041,56
HP_Bilaspur,2246,57
HP_Bilaspur,1346,58
HP_Bilaspur,719,59
HP_Bilaspur,342,60
HP_Bilaspur,164,61
HP_Bilaspur,104,62
HP_Bilaspur,110,63
HP_Bilaspur,56,64
HP_Bilaspur,91,65
HP_Bilaspur,46,66
HP_Bilaspur,38,67
HP_Bilaspur,47,68
HP_Bilaspur,89,69
HP_Bilaspur,170,70
HP_Chamba,0,1
HP_Chamba,0,2
HP_Chamba,6,3
HP_Chamba,3,4
HP_Chamba,3,5
HP_Chamba,1,6
HP_Chamba,7,7
HP_Chamba,10,8
HP_Chamba,5,9
HP_Chamba,8,10
HP_Chamba,8,11
HP_Chamba,3,12
HP_Chamba,5,13
HP_Chamba,19,14
HP_Chamba,15,15
HP_Chamba,16,16
HP_Chamba,84,17
HP_Chamba,90,18
HP_Chamba,63,19
HP_Chamba,57,20
HP_Chamba,81,21
HP_Chamba,143,22
HP_Chamba,64,23
HP_Chamba,107,24
HP_Chamba,85,25
HP_Chamba,84,26
HP_Chamba,59,27
HP_Chamba,67,28
HP_Chamba,56,29
HP_Chamba,147,30
HP_Chamba,260,31
HP_Chamba,186,32
HP_Chamba,200,33
HP_Chamba,257,34
HP_Chamba,272,35
HP_Chamba,181,36
HP_Chamba,136,37
HP_Chamba,76,38
HP_Chamba,46,39
HP_Chamba,17,40
HP_Chamba,15,41
HP_Chamba,11,42
HP_Chamba,5,43
HP_Chamba,11,44
HP_Chamba,3,45
HP_Chamba,3,46
HP_Chamba,7,47
HP_Chamba,1,48
HP_Chamba,4,49
HP_Chamba,19,50
HP_Chamba,59,51
HP_Chamba,229,52
HP_Chamba,201,53
HP_Chamba,295,54
HP_Chamba,657,55
HP_Chamba,1352,56
HP_Chamba,1938,57
HP_Chamba,1169,58
HP_Chamba,762,59
HP_Chamba,573,60
HP_Chamba,445,61
HP_Chamba,230,62
HP_Chamba,183,63
HP_Chamba,184,64
HP_Chamba,227,65
HP_Chamba,176,66
HP_Chamba,189,67
HP_Chamba,206,68
HP_Chamba,336,69
HP_Chamba,576,70
HP_Hamirpur,0,1
HP_Hamirpur,0,2
HP_Hamirpur,2,3
HP_Hamirpur,2,4
HP_Hamirpur,4,5
HP_Hamirpur,52,6
HP_Hamirpur,47,7
HP_Hamirpur,14,8
HP_Hamirpur,10,9
HP_Hamirpur,35,10
HP_Hamirpur,72,11
HP_Hamirpur,27,12
HP_Hamirpur,7,13
HP_Hamirpur,7,14
HP_Hamirpur,14,15
HP_Hamirpur,14,16
HP_Hamirpur,40,17
HP_Hamirpur,60,18
HP_Hamirpur,54,19
HP_Hamirpur,44,20
HP_Hamirpur,135,21
HP_Hamirpur,94,22
HP_Hamirpur,44,23
HP_Hamirpur,87,24
HP_Hamirpur,86,25
HP_Hamirpur,55,26
HP_Hamirpur,71,27
HP_Hamirpur,94,28
HP_Hamirpur,64,29
HP_Hamirpur,155,30
HP_Hamirpur,144,31
HP_Hamirpur,201,32
HP_Hamirpur,317,33
HP_Hamirpur,199,34
HP_Hamirpur,194,35
HP_Hamirpur,156,36
HP_Hamirpur,157,37
HP_Hamirpur,95,38
HP_Hamirpur,86,39
HP_Hamirpur,60,40
HP_Hamirpur,31,41
HP_Hamirpur,10,42
HP_Hamirpur,3,43
HP_Hamirpur,0,44
HP_Hamirpur,6,45
HP_Hamirpur,7,46
HP_Hamirpur,14,47
HP_Hamirpur,34,48
HP_Hamirpur,59,49
HP_Hamirpur,201,50
HP_Hamirpur,241,51
HP_Hamirpur,416,52
HP_Hamirpur,551,53
HP_Hamirpur,838,54
HP_Hamirpur,1314,55
HP_Hamirpur,1991,56
HP_Hamirpur,2398,57
HP_Hamirpur,1446,58
HP_Hamirpur,755,59
HP_Hamirpur,526,60
HP_Hamirpur,246,61
HP_Hamirpur,147,62
HP_Hamirpur,93,63
HP_Hamirpur,64,64
HP_Hamirpur,54,65
HP_Hamirpur,39,66
HP_Hamirpur,28,67
HP_Hamirpur,46,68
HP_Hamirpur,129,69
HP_Hamirpur,197,70
HP_Kangra,0,1
HP_Kangra,0,2
HP_Kangra,5,3
HP_Kangra,3,4
HP_Kangra,12,5
HP_Kangra,29,6
HP_Kangra,30,7
HP_Kangra,26,8
HP_Kangra,33,9
HP_Kangra,32,10
HP_Kangra,81,11
HP_Kangra,32,12
HP_Kangra,20,13
HP_Kangra,26,14
HP_Kangra,60,15
HP_Kangra,79,16
HP_Kangra,52,17
HP_Kangra,55,18
HP_Kangra,94,19
HP_Kangra,128,20
HP_Kangra,234,21
HP_Kangra,402,22
HP_Kangra,378,23
HP_Kangra,280,24
HP_Kangra,308,25
HP_Kangra,195,26
HP_Kangra,169,27
HP_Kangra,96,28
HP_Kangra,222,29
HP_Kangra,281,30
HP_Kangra,480,31
HP_Kangra,490,32
HP_Kangra,724,33
HP_Kangra,835,34
HP_Kangra,745,35
HP_Kangra,456,36
HP_Kangra,460,37
HP_Kangra,264,38
HP_Kangra,160,39
HP_Kangra,113,40
HP_Kangra,56,41
HP_Kangra,45,42
HP_Kangra,40,43
HP_Kangra,87,44
HP_Kangra,30,45
HP_Kangra,84,46
HP_Kangra,204,47
HP_Kangra,94,48
HP_Kangra,195,49
HP_Kangra,334,50
HP_Kangra,570,51
HP_Kangra,853,52
HP_Kangra,1370,53
HP_Kangra,2374,54
HP_Kangra,4029,55
HP_Kangra,7159,56
HP_Kangra,8549,57
HP_Kangra,6069,58
HP_Kangra,2809,59
HP_Kangra,1382,60
HP_Kangra,721,61
HP_Kangra,497,62
HP_Kangra,146,63
HP_Kangra,143,64
HP_Kangra,120,65
HP_Kangra,110,66
HP_Kangra,88,67
HP_Kangra,144,68
HP_Kangra,213,69
HP_Kangra,388,70
HP_Kinnaur,0,1
HP_Kinnaur,0,2
HP_Kinnaur,0,3
HP_Kinnaur,0,4
HP_Kinnaur,0,5
HP_Kinnaur,0,6
HP_Kinnaur,0,7
HP_Kinnaur,2,8
HP_Kinnaur,0,9
HP_Kinnaur,1,10
HP_Kinnaur,4,11
HP_Kinnaur,27,12
HP_Kinnaur,1,13
HP_Kinnaur,4,14
HP_Kinnaur,2,15
HP_Kinnaur,4,16
HP_Kinnaur,1,17
HP_Kinnaur,13,18
HP_Kinnaur,14,19
HP_Kinnaur,8,20
HP_Kinnaur,22,21
HP_Kinnaur,18,22
HP_Kinnaur,18,23
HP_Kinnaur,44,24
HP_Kinnaur,13,25
HP_Kinnaur,11,26
HP_Kinnaur,30,27
HP_Kinnaur,35,28
HP_Kinnaur,115,29
HP_Kinnaur,109,30
HP_Kinnaur,134,31
HP_Kinnaur,64,32
HP_Kinnaur,117,33
HP_Kinnaur,216,34
HP_Kinnaur,172,35
HP_Kinnaur,65,36
HP_Kinnaur,39,37
HP_Kinnaur,21,38
HP_Kinnaur,7,39
HP_Kinnaur,4,40
HP_Kinnaur,3,41
HP_Kinnaur,20,42
HP_Kinnaur,10,43
HP_Kinnaur,5,44
HP_Kinnaur,4,45
HP_Kinnaur,8,46
HP_Kinnaur,1,47
HP_Kinnaur,1,48
HP_Kinnaur,4,49
HP_Kinnaur,6,50
HP_Kinnaur,4,51
HP_Kinnaur,14,52
HP_Kinnaur,87,53
HP_Kinnaur,92,54
HP_Kinnaur,180,55
HP_Kinnaur,287,56
HP_Kinnaur,251,57
HP_Kinnaur,304,58
HP_Kinnaur,289,59
HP_Kinnaur,161,60
HP_Kinnaur,89,61
HP_Kinnaur,48,62
HP_Kinnaur,22,63
HP_Kinnaur,35,64
HP_Kinnaur,18,65
HP_Kinnaur,5,66
HP_Kinnaur,13,67
HP_Kinnaur,14,68
HP_Kinnaur,13,69
HP_Kinnaur,25,70
HP_Kullu,0,1
HP_Kullu,0,2
HP_Kullu,0,3
HP_Kullu,0,4
HP_Kullu,0,5
HP_Kullu,1,6
HP_Kullu,0,7
HP_Kullu,3,8
HP_Kullu,0,9
HP_Kullu,1,10
HP_Kullu,0,11
HP_Kullu,0,12
HP_Kullu,3,13
HP_Kullu,12,14
HP_Kullu,4,15
HP_Kullu,13,16
HP_Kullu,59,17
HP_Kullu,112,18
HP_Kullu,45,19
HP_Kullu,18,20
HP_Kullu,20,21
HP_Kullu,92,22
HP_Kullu,60,23
HP_Kullu,124,24
HP_Kullu,138,25
HP_Kullu,155,26
HP_Kullu,144,27
HP_Kullu,231,28
HP_Kullu,315,29
HP_Kullu,287,30
HP_Kullu,520,31
HP_Kullu,598,32
HP_Kullu,513,33
HP_Kullu,356,34
HP_Kullu,262,35
HP_Kullu,160,36
HP_Kullu,89,37
HP_Kullu,34,38
HP_Kullu,19,39
HP_Kullu,8,40
HP_Kullu,9,41
HP_Kullu,11,42
HP_Kullu,7,43
HP_Kullu,8,44
HP_Kullu,9,45
HP_Kullu,7,46
HP_Kullu,11,47
HP_Kullu,19,48
HP_Kullu,19,49
HP_Kullu,24,50
HP_Kullu,58,51
HP_Kullu,153,52
HP_Kullu,249,53
HP_Kullu,426,54
HP_Kullu,525,55
HP_Kullu,629,56
HP_Kullu,657,57
HP_Kullu,616,58
HP_Kullu,410,59
HP_Kullu,250,60
HP_Kullu,171,61
HP_Kullu,95,62
HP_Kullu,122,63
HP_Kullu,59,64
HP_Kullu,31,65
HP_Kullu,45,66
HP_Kullu,30,67
HP_Kullu,88,68
HP_Kullu,84,69
HP_Kullu,103,70
HP_Lahaul and Spiti,0,1
HP_Lahaul and Spiti,0,2
HP_Lahaul and Spiti,0,3
HP_Lahaul and Spiti,0,4
HP_Lahaul and Spiti,0,5
HP_Lahaul and Spiti,0,6
HP_Lahaul and Spiti,0,7
HP_Lahaul and Spiti,0,8
HP_Lahaul and Spiti,0,9
HP_Lahaul and Spiti,0,10
HP_Lahaul and Spiti,0,11
HP_Lahaul and Spiti,4,12
